code_ies,name_ies,initials,county,state,academic_organization,category,url
495,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA (FESB),FESB,Bragança Paulista,SP,Faculdade,Publica,www.fesb.br
843,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI (FATEB),FATEB,Birigui,SP,Faculdade,Publica,www.fateb.br
4059,FACULDADE DE CIÊNCIAS GERENCIAIS (FACESB),FACESB,São Joaquim da Barra,SP,Faculdade,Privada,www.facesb.com.br
1144,FACULDADE DE CIÊNCIAS HUMANAS (IMENSU),IMENSU,Mairiporã,SP,Faculdade,Privada,www.faculdadeFCH.com.br
4724,FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO (FACIC),FACIC,Cruzeiro,SP,Faculdade,Privada,www.faciccruzeiro.com.br
415,FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO (FCMSCSP),FCMSCSP,São Paulo,SP,Faculdade,Privada,www.fcmsantacasasp.edu.br
17887,Faculdade de Ciências Médicas de São José dos Campos,-,São José dos Campos,SP,Faculdade,Privada,www.humanitas.edu.br
1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA (FAIT),FAIT,Itapeva,SP,Faculdade,Privada,www.fait.edu.br
1476,"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""",-,São Paulo,SP,Faculdade,Privada,www.oswaldocruz.br
59,FACULDADE DE DIREITO DE FRANCA (FDF),FDF,Franca,SP,Faculdade,Publica,www.direitofranca.br
440,FACULDADE DE DIREITO DE ITÚ (FADITU),FADITU,Itu,SP,Faculdade,Privada,www.faditu.edu.br
58,FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO (FDSBC),FDSBC,São Bernardo do Campo,SP,Faculdade,Publica,www.direitosbc.br
276,FACULDADE DE DIREITO DE SOROCABA (FADI),FADI,Sorocaba,SP,Faculdade,Privada,http://www.fadi.br
219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL (FAECA DOM BOSCO),FAECA DOM BOSCO,Monte Aprazível,SP,Faculdade,Privada,www.faeca.com.br
493,FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ (FACEG),FACEG,Guaratinguetá,SP,Faculdade,Privada,http://www.oge.edu.br
17355,Faculdade de Educação em Ciências da Saúde (FECS),FECS,São Paulo,SP,Faculdade,Privada,www.fecs.org.br
1295,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,-,São Paulo,SP,Faculdade,Privada,www.faeti.edu.br
368,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA (FEFISO),FEFISO,Sorocaba,SP,Faculdade,Privada,www.fefiso.edu.br
17608,Faculdade de Educação Paulistana (FAEP),FAEP,São Paulo,SP,Faculdade,Privada,www.faculdadespaulistanas.edu.br
517,FACULDADE DE EDUCAÇÃO SÃO LUÍS (FESL),FESL,Jaboticabal,SP,Faculdade,Privada,www.saoluis.br
23394,Faculdade de Engenharia e Administração Paulista (FEAP),FEAP,Avaré,SP,Faculdade,Privada,https://feapavare.com.br/
21654,Faculdade de Engenharia e Agrimensura de São Paulo (FEASP),FEASP,São Paulo,SP,Faculdade,Privada,http//www.feasp.edu.br
4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA (FAIP),FAIP,Marília,SP,Faculdade,Privada,www.faip.edu.br
1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL (FAEF),FAEF,Garça,SP,Faculdade,Privada,www.faef.br
3940,FACULDADE DE ENSINO SUPERIOR SANTA BARBARA (FAESB),FAESB,Tatuí,SP,Faculdade,Privada,www.faesb.edu.br
1875,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA (FAIBI)",FAIBI,Ibitinga,SP,Faculdade,Publica,www.faibi.com.br
438,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA (FFCL),FFCL,Ituverava,SP,Faculdade,Privada,www.feituverava.com.br/ffcl
68,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS (FAFIPE),FAFIPE,Penápolis,SP,Faculdade,Privada,www.funepe.edu.br
74,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO (FFCL),FFCL,São José do Rio Pardo,SP,Faculdade,Publica,www.feucriopardo.edu.br
2389,FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI (FFTP),FFTP,Mogi das Cruzes,SP,Faculdade,Privada,www.paulovi.edu.br
1857,FACULDADE DEHONIANA (DEHONIANA),DEHONIANA,Taubaté,SP,Faculdade,Privada,http://www.dehoniana.edu.br
886,FACULDADE DE HORTOLÂNDIA (FACH),FACH,Hortolândia,SP,Faculdade,Privada,faculdadedehortolandia.edu.br
1562,FACULDADE DE ILHA SOLTEIRA (FAISA),FAISA,Ilha Solteira,SP,Faculdade,Privada,www.faisa.com.br
1279,FACULDADE DE ITÁPOLIS - FACITA (FACITA),FACITA,Itápolis,SP,Faculdade,Privada,www.facita.edu.br
1832,FACULDADE DE JABOTICABAL (FAJAB),FAJAB,Jaboticabal,SP,Faculdade,Privada,www.fajab.com.br
3743,FACULDADE DE JACAREÍ,-,Jacareí,SP,Faculdade,Privada,www.uniesp.edu.br
13938,FACULDADE DE MARÍLIA (FAMAR),FAMAR,Marília,SP,Faculdade,Privada,uniesp.edu.br
18734,Faculdade de Martinópolis (FAMA),FAMA,Martinópolis,SP,Faculdade,Privada,www.famaeducacional.com.br
1804,FACULDADE DE MAUÁ - FAMA (FAMA),FAMA,Mauá,SP,Faculdade,Privada,www.facmaua.edu.br
93,FACULDADE DE MEDICINA DE JUNDIAÍ (FMJ),FMJ,Jundiaí,SP,Faculdade,Privada,www.fmj.br
431,FACULDADE DE MEDICINA DE MARÍLIA (FAMEMA),FAMEMA,Marília,SP,Faculdade,Publica,www.famema.br
149,FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO (FAMERP),FAMERP,São José do Rio Preto,SP,Faculdade,Publica,www.famerp.br
1118,FACULDADE DE MIRASSOL,-,Mirassol,SP,Faculdade,Privada,www.faimi.edu.br
12611,FACULDADE DE MÚSICA SOUZA LIMA (FMSL),FMSL,São Paulo,SP,Faculdade,Privada,www.souzalima.com.br
20328,FACULDADE DE ODONTOLOGIA DA APCD (FAOA),FAOA,São Paulo,SP,Faculdade,Privada,www.faoa.edu.br
1619,FACULDADE DE OLÍMPIA,-,Olímpia,SP,Faculdade,Privada,www.uniesp.edu.br
3400,FACULDADE DE PENÁPOLIS,-,Penápolis,SP,Faculdade,Privada,www.fassp.edu.br
1096,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE (FAPE),FAPE,Presidente Epitácio,SP,Faculdade,Privada,www.uniesp.edu.br
1711,FACULDADE DE PRESIDENTE PRUDENTE (FAPEPE),FAPEPE,Presidente Prudente,SP,Faculdade,Privada,uniesp.edu.br
3513,FACULDADE DE PRESIDENTE VENCESLAU (FAPREV),FAPREV,Presidente Venceslau,SP,Faculdade,Privada,www.uniesp.edu.br
1413,FACULDADE DE PRIMAVERA (CESPRI),CESPRI,Rosana,SP,Faculdade,Privada,www.cespri.com.br
1884,FACULDADE DE RANCHARIA,-,Rancharia,SP,Faculdade,Privada,www.uniesp.edu.br
1304,FACULDADE DE RIBEIRÃO PIRES,-,Ribeirão Pires,SP,Faculdade,Privada,www.firp.edu.br
1465,FACULDADE DE RIBEIRÃO PRETO (AFARP),AFARP,Ribeirão Preto,SP,Faculdade,Privada,www.uniesp.edu.br/ribeiraopreto
3307,FACULDADE DE RIO CLARO (CBTA),CBTA,Rio Claro,SP,Faculdade,Privada,www.cbta.edu.br
4090,FACULDADE DE ROSEIRA (FARO),FARO,Roseira,SP,Faculdade,Privada,https://www.faroroseira.edu.br/
4029,FACULDADE DE SANTA BÁRBARA D'OESTE (FAP),FAP,Santa Bárbara d´Oeste,SP,Faculdade,Privada,www.faculdadepolitec.edu.br
19861,Faculdade de Santana de Parnaíba (FASP),FASP,Santana de Parnaíba,SP,Faculdade,Privada,www.estudenafasp.com.br
225,FACULDADE DE SANTO ANDRÉ,-,Santo André,SP,Faculdade,Privada,www.uniesp.edu.br
1921,FACULDADE DE SÃO BENTO (FSB),FSB,São Paulo,SP,Faculdade,Privada,www.faculdadedesaobento.com.br
2131,FACULDADE DE SÃO BERNARDO DO CAMPO (FAPAN),FAPAN,São Bernardo do Campo,SP,Faculdade,Privada,www.uniesp.edu.br
231,FACULDADE DE SÃO BERNARDO DO CAMPO - FASB (FASB I),FASB I,São Bernardo do Campo,SP,Faculdade,Privada,www.fasb.com.br
1972,Faculdade de São Caetano do Sul,-,São Caetano do Sul,SP,Faculdade,Privada,www.uniesp.edu.br
416,FACULDADE DE SÃO PAULO (FASP),FASP,São Paulo,SP,Faculdade,Privada,www.uniesp.edu.br
3186,FACULDADE DE SÃO ROQUE (FASAR),FASAR,São Roque,SP,Faculdade,Privada,www.uniesp.edu.br
1690,FACULDADE DE SÃO VICENTE (FSV),FSV,São Vicente,SP,Faculdade,Privada,www.unibr.com.br
1532,FACULDADE DE SERTÃOZINHO,-,Sertãozinho,SP,Faculdade,Privada,www.univesidadebrasil.edu.br
2399,FACULDADE DE SOROCABA,-,Sorocaba,SP,Faculdade,Privada,www.uniesp.edu.br/sorocaba
1313,FACULDADE DE SUZANO (UNISUZ),UNISUZ,Suzano,SP,Faculdade,Privada,https://uniesp.edu.br/sites/suzano/
2009,FACULDADE DE TAQUARITINGA (FTGA),FTGA,Taquaritinga,SP,Faculdade,Privada,www.faculdadedetaquaritinga.edu.br
19252,FACULDADE DE TECNOLOGIA ALPHA CHANNEL (FATAC),FATAC,São Paulo,SP,Faculdade,Privada,www.alphachannel.net.br
10323,FACULDADE DE TECNOLOGIA BANDEIRANTES (BANDTEC),BANDTEC,São Paulo,SP,Faculdade,Privada,www.bandtec.com.br
1742,FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE (CSET DRUMMOND),CSET DRUMMOND,São Paulo,SP,Faculdade,Privada,www.drummond.com.br
23459,Faculdade de Tecnologia de Adamantina,-,Adamantina,SP,Faculdade,Publica,http://www.fatec.edu.br/adamantina/
35,FACULDADE DE TECNOLOGIA DE AMERICANA (FATEC-AM),FATEC-AM,Americana,SP,Faculdade,Publica,www.fatec.edu.br
15697,Faculdade de Tecnologia de Araçatuba (FATEC Araçatuba),FATEC Araçatuba,Araçatuba,SP,Faculdade,Publica,www.fatecaracatuba.edu.br
22939,Faculdade de Tecnologia de Araraquara (FATEC ARQ),FATEC ARQ,Araraquara,SP,Faculdade,Publica,www.fatecararaquara.edu.br
23438,Faculdade de Tecnologia de Araras,-,Araras,SP,Faculdade,Publica,www.fatecararas.com.br
19863,Faculdade de Tecnologia de Assis (FATEC Assis),FATEC Assis,Assis,SP,Faculdade,Publica,www.fatecassis.edu.br
15757,Faculdade de Tecnologia de Barueri (Fatec Barueri),Fatec Barueri,Barueri,SP,Faculdade,Publica,www.fatecbarueri.edu.br
15689,Faculdade de Tecnologia de Bauru (FATEC),FATEC,Bauru,SP,Faculdade,Publica,www.fatecbauru.edu.br
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU (FATEC BT),FATEC BT,Botucatu,SP,Faculdade,Publica,www.fatecbt.edu.br
5633,FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA,-,Bragança Paulista,SP,Faculdade,Publica,www.fatecbpaulista.edu.br
19739,Faculdade de Tecnologia de Campinas (FATEC CAMPINAS),FATEC CAMPINAS,Campinas,SP,Faculdade,Publica,http://www.fateccampinas.com.br/
15704,Faculdade de Tecnologia de Capão Bonito (FATEC-CB),FATEC-CB,Capão Bonito,SP,Faculdade,Publica,www.fateccb.edu.br
16395,Faculdade de Tecnologia de Carapicuiba (FATEC),FATEC,Carapicuíba,SP,Faculdade,Publica,www.fateccarapicuiba.edu.br
16410,Faculdade de Tecnologia de Catanduva (FATEC Catanduva),FATEC Catanduva,Catanduva,SP,Faculdade,Publica,www.fateccatanduva.edu.br
19578,Faculdade de Tecnologia de Cotia (FATEC COTIA),FATEC COTIA,Cotia,SP,Faculdade,Publica,http://www.fateccotia.edu.br/
18099,Faculdade de Tecnologia de Diadema Luigi Papaiz (FATEC DIADEMA),FATEC DIADEMA,Diadema,SP,Faculdade,Publica,http://www.fatecdiadema.com.br/
23700,Faculdade de Tecnologia de Ferraz de Vasconcelos,-,Ferraz de Vasconcelos,SP,Faculdade,Publica,http://fatecferraz.edu.br/
4021,FACULDADE DE TECNOLOGIA DE GARÇA (FATECGA),FATECGA,Garça,SP,Faculdade,Publica,www.fatecgarca.edu.br
1584,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ (FATEC GT),FATEC GT,Guaratinguetá,SP,Faculdade,Publica,www.fatecguaratingueta.edu.br
15752,Faculdade de Tecnologia de Guarulhos (FATEC GR),FATEC GR,Guarulhos,SP,Faculdade,Publica,www.fatecguarulhos.edu.br
1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA (FATEC-ID),FATEC-ID,Indaiatuba,SP,Faculdade,Publica,www.fatecindaiatuba.edu.br
15693,Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende (Fatec - Itapetininga),Fatec - Itapetininga,Itapetininga,SP,Faculdade,Publica,www.fatecitapetininga.edu.br
19864,Faculdade de Tecnologia de Itapira (FATEC Itapira),FATEC Itapira,Itapira,SP,Faculdade,Publica,www.fatecitapira.edu.br
15639,Faculdade de Tecnologia de Itaquaquecetuba (Fatec Itaqua),Fatec Itaqua,Itaquaquecetuba,SP,Faculdade,Publica,www.fatecitaqua.edu.br
17977,Faculdade de Tecnologia de Itaquera (FATEC ITAQUERA),FATEC ITAQUERA,São Paulo,SP,Faculdade,Publica,http://www.fatecitaquera.edu.br
22319,Faculdade de Tecnologia de Itatiba (Fatec Itatiba),Fatec Itatiba,Itatiba,SP,Faculdade,Publica,http://www.fatecdeitatiba.edu.br
17952,Faculdade de Tecnologia de Jacareí (FATEC Jacareí),FATEC Jacareí,Jacareí,SP,Faculdade,Publica,www.fatecjacarei.com.br
37,FACULDADE DE TECNOLOGIA DE JAHU (FATEC-JAHU),FATEC-JAHU,Jaú,SP,Faculdade,Publica,www.fatecjahu.edu.br
15769,Faculdade de Tecnologia de Jales (Fatec Jales),Fatec Jales,Jales,SP,Faculdade,Publica,www.fatecjales.edu.br
4022,FACULDADE DE TECNOLOGIA DE JUNDIAÍ (FATEC/JD),FATEC/JD,Jundiaí,SP,Faculdade,Publica,www.fatecjd.edu.br
4023,FACULDADE DE TECNOLOGIA DE MAUÁ (FATEC MAUÁ),FATEC MAUÁ,Mauá,SP,Faculdade,Publica,www.fatecmaua.com.br
4024,FACULDADE DE TECNOLOGIA DE MOCOCA (FATEC),FATEC,Mococa,SP,Faculdade,Publica,https://www.fatecmococa.edu.br/
15576,Faculdade de Tecnologia de Mogi das Cruzes (FATEC-MC),FATEC-MC,Mogi das Cruzes,SP,Faculdade,Publica,www.fatecmogidascruzes.com.br
1874,FACULDADE DE TECNOLOGIA DE OURINHOS (FATEC),FATEC,Ourinhos,SP,Faculdade,Publica,www.fatecourinhos.edu.br
15687,Faculdade de Tecnologia de Pindamonhangaba (FATEC PI),FATEC PI,Pindamonhangaba,SP,Faculdade,Publica,www.fatecpindamonhangaba.edu.br
15682,Faculdade de Tecnologia de Piracicaba (Fatec Piracicaba),Fatec Piracicaba,Piracicaba,SP,Faculdade,Publica,www.fatecpiracicaba.edu.br
4150,FACULDADE DE TECNOLOGIA DE PIRACICABA (FATEP),FATEP,Piracicaba,SP,Faculdade,Privada,www.fateppiracicaba.edu.br
17953,Faculdade de Tecnologia de Pompeia - Shunji Nishimura (FATEC Pompeia),FATEC Pompeia,Pompéia,SP,Faculdade,Publica,www.fatecpompeia.edu.br
4926,FACULDADE DE TECNOLOGIA DE PRAIA GRANDE (FATECPG),FATECPG,Praia Grande,SP,Faculdade,Publica,fatecpg.com.br
5627,FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE (FATEC),FATEC,Presidente Prudente,SP,Faculdade,Publica,www.fatecpp.edu.br
5099,FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO (FATEC-SB),FATEC-SB,São Bernardo do Campo,SP,Faculdade,Publica,www.fatecsbc.edu.br
15745,Faculdade de Tecnologia de São Caetano do Sul (FATEC SCS),FATEC SCS,São Caetano do Sul,SP,Faculdade,Publica,www.fatecsaocaetano.edu.br
19500,Faculdade de Tecnologia de São Carlos (FATEC São Carlo),FATEC São Carlo,São Carlos,SP,Faculdade,Publica,www.fatecsaocarlos.edu.br
4025,FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO (FATECRP),FATECRP,São José do Rio Preto,SP,Faculdade,Publica,www.fatecriopreto.edu.br
15581,Faculdade de Tecnologia de São José dos Campos - Jessen Vidal (FATECSJCAMPOS),FATECSJCAMPOS,São José dos Campos,SP,Faculdade,Publica,www.fatecsjc.edu.br
34,FACULDADE DE TECNOLOGIA DE SÃO PAULO (FATEC-SP),FATEC-SP,São Paulo,SP,Faculdade,Publica,www.fatecsp.br
18817,Faculdade de Tecnologia de São Roque (FATEC-SR),FATEC-SR,São Roque,SP,Faculdade,Publica,http://www.fatecsaoroque.edu.br
15793,Faculdade de Tecnologia de São Sebastião (Fatec SS),Fatec SS,São Sebastião,SP,Faculdade,Publica,www.fatecsaosebastiao.edu.br
1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE (FATEF),FATEF,São Vicente,SP,Faculdade,Privada,www.fortec.edu.br
15696,Faculdade de Tecnologia de Sertãozinho (FATEC SERTÃOZINHO),FATEC SERTÃOZINHO,Sertãozinho,SP,Faculdade,Publica,www.fatecsertaozinho.edu.br
33,FACULDADE DE TECNOLOGIA DE SOROCABA (FATEC SO),FATEC SO,Sorocaba,SP,Faculdade,Publica,www.fatecsorocaba.edu.br
23867,Faculdade de Tecnologia de Sumaré (Fatec de Sumaré),Fatec de Sumaré,Sumaré,SP,Faculdade,Publica,www.fatecsumare.com.br
967,FACULDADE DE TECNOLOGIA DE TAQUARITINGA (FATEC/TQ),FATEC/TQ,Taquaritinga,SP,Faculdade,Publica,www.fatectq.edu.br
15803,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO (FATEC TATUÍ),FATEC TATUÍ,Tatuí,SP,Faculdade,Publica,www.fatectatui.edu.br
18049,Faculdade de Tecnologia de Taubaté (FATEC TAUBATÉ),FATEC TAUBATÉ,Taubaté,SP,Faculdade,Publica,www.fatectaubate.edu.br
15746,Faculdade de Tecnologia do Ipiranga (FATECIPI),FATECIPI,São Paulo,SP,Faculdade,Publica,www.fatecipiranga.edu.br
15695,Faculdade de Tecnologia Dom Amaury Castanho (Fatec Itu),Fatec Itu,Itu,SP,Faculdade,Publica,www.fatecitu.edu.br
17516,Faculdade de Tecnologia do SENAI Horácio Augusto da Silveira,-,São Paulo,SP,Faculdade,Privada,alimentos.sp.senai.br
17942,Faculdade de Tecnologia do Tatuapé (FATEC-TT),FATEC-TT,São Paulo,SP,Faculdade,Publica,www.fatectatuape.edu.br
15708,Faculdade de Tecnologia Dr. Thomaz Novelino (FATEC Franca),FATEC Franca,Franca,SP,Faculdade,Publica,www.fatecfranca.edu.br
1964,"FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO (HOTEC)",HOTEC,São Paulo,SP,Faculdade,Privada,www.hotec.com.br
14969,FACULDADE DE TECNOLOGIA EM SAÚDE (FATESA),FATESA,Ribeirão Preto,SP,Faculdade,Privada,fatesa.edu.br
15784,Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia (Fatec Marilia),Fatec Marilia,Marília,SP,Centro Universitário,Publica,www.fatecmarilia.edu.br
21713,Faculdade de Tecnologia - Fatec de Ribeirão Preto,-,Ribeirão Preto,SP,Faculdade,Publica,www.fatecrp.edu.br
14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO (FFRAMO),FFRAMO,Francisco Morato,SP,Faculdade,Privada,www.fframo.com.br
12923,FACULDADE DE TECNOLOGIA IPANEMA,-,Sorocaba,SP,Faculdade,Privada,www.faculdadeipanema.edu.br
3692,FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS (FATEC CAMPINAS),FATEC CAMPINAS,Campinas,SP,Faculdade,Privada,www.ipep.edu.br
4086,FACULDADE DE TECNOLOGIA JARDIM (FATEJ),FATEJ,Santo André,SP,Faculdade,Privada,www.fatej.edu.br
15753,FACULDADE DE TECNOLOGIA NILO DE STÉFANI - JABOTICABAL (FATEC JBL),FATEC JBL,Jaboticabal,SP,Faculdade,Publica,www.fatecjaboticabal.edu.br
1743,FACULDADE DE TECNOLOGIA OSWALDO CRUZ (FATEC OSWALDO CRUZ),FATEC OSWALDO CRUZ,São Paulo,SP,Faculdade,Privada,www.oswaldocruz.br
5045,FACULDADE DE TECNOLOGIA PAULISTA,-,Lupércio,SP,Faculdade,Privada,www.faculdadepaulista.edu.br
3978,FACULDADE DE TECNOLOGIA PENTÁGONO (FATEP),FATEP,Santo André,SP,Faculdade,Privada,www.pentagonoedu.com.br
14069,FACULDADE DE TECNOLOGIA PORTO SUL (FAPS),FAPS,Praia Grande,SP,Faculdade,Privada,http://www.faps.com.br
15715,FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA (FATEC LINS),FATEC LINS,Lins,SP,Faculdade,Publica,www.fateclins.edu.br
36,FACULDADE DE TECNOLOGIA RUBENS LARA (FATEC-BS),FATEC-BS,Santos,SP,Faculdade,Publica,www.fatecrl.edu.br
12661,FACULDADE DE TECNOLOGIA SAINT PAUL,-,São Paulo,SP,Faculdade,Privada,www.saintpaul.com.br
15585,Faculdade de Tecnologia Santo André (FATEC-SA),FATEC-SA,Santo André,SP,Faculdade,Publica,www.fatecsantoandre.com.br
19501,Faculdade de Tecnologia Sebrae (FATEC SEBRAE),FATEC SEBRAE,São Paulo,SP,Faculdade,Publica,www.fatecsebrae.edu.br
4817,FACULDADE DE TECNOLOGIA SENAI ANCHIETA,-,São Paulo,SP,Faculdade,Privada,www.sp.senai.br/eletronica
1526,FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF (SENAI),SENAI,São Paulo,SP,Faculdade,Privada,www.sp.senai.br
4820,FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE,-,São Carlos,SP,Faculdade,Privada,www.sp.senai.br
14609,FACULDADE DE TECNOLOGIA SENAI CONDE JOSÉ VICENTE DE AZEVEDO,-,São Paulo,SP,Faculdade,Privada,www.sp.senai.br
4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,-,Taubaté,SP,Faculdade,Privada,www.sp.senai.br
17691,FACULDADE DE TECNOLOGIA SENAI GASPAR RICARDO JUNIOR,-,Sorocaba,SP,Faculdade,Privada,www.sp.senai.br
4819,FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ,-,São Paulo,SP,Faculdade,Privada,www.sp.senai.br
1286,Faculdade de Tecnologia Senai Mario Amato (SENAI),SENAI,São Bernardo do Campo,SP,Faculdade,Privada,www.sp.senai.br
4815,FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO,-,Osasco,SP,Faculdade,Privada,www.sp.senai.br
17690,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,-,Campinas,SP,Faculdade,Privada,http://campinas.sp.senai.br/
15501,Faculdade de Tecnologia SENAI Roberto Simonsen,-,São Paulo,SP,Faculdade,Privada,www.sp.senai.br
15502,Faculdade de Tecnologia SENAI Suiço-Brasileira Paulo Ernesto Tolle,-,São Paulo,SP,Faculdade,Privada,www.sp.senai.br
1150,Faculdade de Tecnologia Senai Theobaldo de Nigris (SP SENAI),SP SENAI,São Paulo,SP,Faculdade,Privada,www.sp.senai.br
4026,FACULDADE DE TECNOLOGIA ZONA LESTE (FATEC-ZL),FATEC-ZL,São Paulo,SP,Faculdade,Publica,www.fateczl.edu.br
15688,FACULDADE DE TECONOLOGIA DA ZONA SUL (FATEC ZONASUL),FATEC ZONASUL,São Paulo,SP,Faculdade,Publica,www.fateczonasul.edu.br
5048,FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL,-,São Paulo,SP,Faculdade,Privada,www.fatipi.edu.br
4293,FACULDADE DE TIETÊ,-,Tietê,SP,Faculdade,Privada,www.faculdadetiete.com.br
270,FACULDADE DE TUPÃ,-,Tupã,SP,Faculdade,Privada,www.esefap.com.br
2257,FACULDADE DIADEMA (FAD),FAD,Diadema,SP,Faculdade,Privada,faculdadediadema.edu.br
243,FACULDADE DO CLUBE NÁUTICO MOGIANO (FCNM),FCNM,Mogi das Cruzes,SP,Faculdade,Privada,www.nautico.edu.br
23147,Faculdade do Comércio de São Paulo (FAC-SP),FAC-SP,São Paulo,SP,Faculdade,Privada,www.facsp.com.br
18019,Faculdade do Educador (FEDUC),FEDUC,São Paulo,SP,Faculdade,Privada,www.feduc.edu.br
1275,FACULDADE DO GUARUJÁ (FAGU),FAGU,Guarujá,SP,Faculdade,Privada,www.uniesp.edu.br/guaruja
3008,FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS (FACULDADE INPG - SJC),FACULDADE INPG - SJC,São José dos Campos,SP,Faculdade,Privada,www.inpg.edu.br
1898,FACULDADE DO LITORAL SUL PAULISTA (FALS),FALS,Praia Grande,SP,Faculdade,Privada,www.fals.com.br
13752,FACULDADE DOM RICARDO (FDR),FDR,Guarulhos,SP,Faculdade,Privada,www.domricardo.com.br
14879,FACULDADE DOURADO (FD),FD,São Paulo,SP,Faculdade,Privada,faculdadedourado.edu.br
439,FACULDADE DOUTOR FRANCISCO MAEDA (FAFRAM),FAFRAM,Ituverava,SP,Faculdade,Privada,www.feituverava.com.br/fafram
18696,FACULDADE DYNAMUS DE CAMPINAS (FADYC),FADYC,Campinas,SP,Faculdade,Privada,www.fadyc.com.br
4995,Faculdade Educamais (EDUCA+),EDUCA+,São Paulo,SP,Faculdade,Privada,www.faculdadeeducamais.edu.br
1322,FACULDADE EDUVALE DE AVARÉ (EDUVALE),EDUVALE,Avaré,SP,Faculdade,Privada,www.eduvaleavare.com.br
23335,Faculdade Embu das Artes (FAEM),FAEM,Embu,SP,Faculdade,Privada,www.faculdadefaem.edu.br
22176,Faculdade ENAU (FacEnau),FacEnau,Ribeirão Pires,SP,Faculdade,Privada,www.faculdadeenau.com.br
3308,FACULDADE ENGENHEIRO SALVADOR ARENA (FESA),FESA,São Bernardo do Campo,SP,Faculdade,Privada,www.cefsa.org.br
1386,FACULDADE ESAMC CAMPINAS (ESAMC),ESAMC,Campinas,SP,Faculdade,Privada,www.esamc.br
22425,FACULDADE ESAMC FRANCA (ESAMC FRANCA),ESAMC FRANCA,Franca,SP,Faculdade,Privada,WWW.ESAMC.BR
17902,FACULDADE ESAMC JUNDIAÍ (ESAMC),ESAMC,Jundiaí,SP,Faculdade,Privada,www.esamc.br
2408,FACULDADE ESAMC SANTOS (ESAMC),ESAMC,Santos,SP,Faculdade,Privada,www.esamc.br
4211,Faculdade ESAMC São Paulo - ESAMC (ESAMC),ESAMC,São Paulo,SP,Faculdade,Privada,www.esamc.br
1561,FACULDADE ESAMC SOROCABA (ESAMC),ESAMC,Sorocaba,SP,Faculdade,Privada,athonedu.com.br
